sentiment,title,text
positive,Enter the Age of Elizabeth,"It didn't surprise me when I learned that both Helen Mirren and Jeremy Irons had won Golden Globe awards for their performances in this mini-series. It's absolutely superb and takes you more deeply into the Elizabethan Age than any other work I know of. Most of all, it helps us to understand the conflicts this remarkable woman faced during her tumultuous reign. The film is much more about her handling of politics and religion than it is about her relation to the arts (see the much more superficial ""Shakespeare in Love"" for that, but it evokes the feel of her court and especially her relationships with the Earl of Leister and the Earl of Essex. A completely engaging film."
positive,Are you ready to change your life?,"I have read three books from this author. About a year ago, I came across with a book ""The Power of Your Subconscious Mind"". Everafter I have been interested in Joseph Murphy's books. Joseph Murphy explains you some of the most amazing laws of cosmic mind power that will help you on your path to success. He has written carefully 15 chapters on some of the most profound areas of the life.It has been my dream to move to the States, and become a police officer there. I believe that Joseph Murphy's books will help me to achieve my goals, and help others to help themselves.I promise that this book will reveal a whole ""new you"" to you. However, I gave it only 4 stars as something is missing from this book. It is simple, and a reader who is looking for very advanced hints won't find many of them. This book is a good and basic resource for creating success.. but I would still recommend you to read to read The Powermind System and Power Pause.I wish you the best success!"
negative,this sucked,I think maybe you have to be from the 80s in order to appreciate this movie. I am not from the 80s..... so i thought it sucked ;(
positive,Two Thumbs Up,"Dances With Wolves is a excellent movie for anyone to view, whether it be for entertainment or film study. It's quirky humor would appeal to those watching for recreation, and the interesting twist of storyline from cowboys vs. indians to indians vs. cowboys is a topic for conversation and study alike. This movie is a showcase for Kevin Costner, and the gorgeous landscapes wideshots makes it a beautiful watch.I would recommend this movie to all."
positive,Best freakin bookshelf speakers for the money,"For my 7.1 surround sound these were large enough for sound bass and yet small enough to hang from speaker brackets I bought at Walmart. I had listened to the smaller versions of these but were 2-ways with little bass. These 3-ways are the way to go along with a center speaker for voice and a sub-woofer for bass. Best Buy could get these at $110 a pair but when I ordered them, they never called me while the same day I ordered these from Amazon and they showed up a day earlier than Best Buys would have...plus Amazon shipping was free and no tax. WTF more could you ask for. Don't hesitate...go ahead and order them. Very versatile speakers."
positive,That’s 70’s Show Season Six,My husband is a constant fan and gets at least a dozen laughs every time he watches this show. He has all 6 seasons so far.
negative,Disappointed!,"I purchased this item thinking it would do what it said it would. When it arrived I was totally shocked! It came in a small bag, it was very thin and did not do the job it stated it would do. I wanted to return it back to the company, but to my surprise, it was up to me to pay again for shipping! Thirty Dollars thrown out the window. I would have been better off going to a Hardware store and purchasing plywood for better support."
negative,Extremely heavy and bulky!!,"I bought this bike for my 5 year-old because I thought it would be a good bike--wrong! The bike is EXTREMELY heavy, bulky and not a good fit for a kid. It is even hard for me to carry up and down from my SUV. The first time we tried to take my son for a ride he was crying the entire time and complaining that he was unable to lift the bike from the top of him, how sad is that?? I would not recommend this bike to anyone! I then decided to spend extra money and bought him a Specialized bike, in aluminum, so much better!! It is not for sale on Craigslist."
negative,spins too fast,"it may talk really well, but the arrow spins too fast as if the toy was broken. on the pull string ones, the arrow was spinning at perfect speed, if the arrow spinned that fast, it was broken, I may be old fashion in the toy department, but something really tells me that the battery isn't in there"
positive,where it all began,"while this isn't my favorite Firewind CD it's a nice listen, not as deep as later CDs by any means, and there's nothing seperating this one from any other power metal bands, but it's an enjoyable listen. as it's a rerelease you get some of the demo songs they submited, and this really give you the feel of a band starting out."
positive,Delightful fun for kids and dog lovers!,"This is a sweet book about two family pets--Springer spaniels--and how they communicate when Annie, the older dog, loses her leg to cancer. The mischievious younger dog Max brings a smile to all with his antics and attitude. This is an excellent tool for getting kids to use their imagination, talk about writing, mental and visual images. This book sets the stage for the author's later books with more adventures for Max and Annie."
negative,POOR PRODUCTION,"No matter how good the tracks(and there's only two good ones on this release), you are simply not going to enjoy it with this poor production. Sounds like it's playing in the next room with the door closed! I'm astonished that Nicko would permit his drumming to sound so flat. The guitars are pushed to the background. Bruce's mid B pitch is grating on the ear. Compare to how good he and the band sound on Brave New World and Dance Of Death. I bought this on CD, so it must be unbearable as a download(in case you don't know, downloaded music loses a significant amount of resolution)."
negative,NOT AS PICTURED!! BEWARE!!!,"The pictured flat iron, with comb attachment, is the greatest flat iron EVER. However, THIS IS NOT WHAT YOU WILL RECEIVE!! They are subbing a worthless flat iron without a comb attachment... same as you could pick up at any CVS or Target for $17. It is useless... absolutely will not work. Hoping they will not make me pay return shipping for what is clearly, even in basic appearance, unrelated to what I purchased."
positive,Je l'adore!!!,"We watched this video in French class and it is hilarious.My favorites are Elijah Woods as a vampire and the subway one.I don't know how accurately this represents France, not even sure if it is supposed to... but I love it."
negative,Worthless Piece of GARBAGE,"Initial reviews were great for this product, so I thought I made a good decision. My burner worked great for a few months ( I burned 5 or 6 CD's). Suddenly it is identified by Windows (98, ME, and 2000 Pro) but will not read ANY CD that is inserted. NO support from Yamaha. I might as well have paid $150.00 for a steaming pile of crap and shoved it in my computer. I paid about $25 a piece for each CD burned. I will never buy a Yamaha product ever again."
positive,Tons of good music here. . .,"I got this record simply because of the amount of songs on it, and I figured that there had to be at least a few good songs here out of the 40. And there are some good songs, a few bad ones, and two or three amazing tracks. The best out of all the songs is ES EE EX by Sean Paul, which is just vintage Sean Paul, and him at his top form. On the second cd there is Bun It by Elephant Man & Mr. Vegas which is great. Also on the second cd is See Dem a Come by Mr. Lex, Bust It by Sean Paul, and two very good records by Beenie Man Cool Bwoy and Moses Cry. Back on the first Black Power by Bounty Killer is very respectible as is Cuyah Cuyah by the Prophet, Attack by Kalonji, and I'm a Big Kid Now, from Red Rat. Overall, its very good, listen to it several times and it will grow on you, good compilation by Greensleeves."
positive,Great book for classroom management,"I love the ENVoY strategies. This book is easy to read and implement right away. The strategies focus on the non-verbal cues you as a teacher can give in the classroom to helps students stay focused and on task. I especially like how effecient these strategies are, and how many can be used without interrupting instruction.This is a great addition to anyone's classroom management style."
positive,A+ for INNOVA 3030,"Bought a Chinese made one U380 and test a U480, both did not work with my 2004 Silverado. They both worked with my 03 Xterra, though. Thought that something was wrong with my truck OBD connector until I tested it with the INNOVA 3030. It read the code in less than a minute. I give it a ***** for code reading."
negative,Pastor Troy-Step Up Your Rap Game,"dont get me wrong i like pastor troy but on this album he should have came better than he did.listenin to this album i get the feel of all his releases.all his albums sound the same,its like he is not progressing.that is probably the reason why this album didnt get much advertisement.this is a waste of 10 bucks,keep your money."
negative,The Essential Alfred Hitchcock Collection,"The movies on this DVD are all silent!! I bought these as a gift for someone who had never seen a Hitchcock film. I never thought that they would all be ""Silent"" and in Black and white!"
positive,A Nice Recording,"London Town is the seventh Wings album, and sixth to contain at least one Top 40 single. In, fact it features three, the usual catchy ballad ""With A Little Luck,"" the rocker ""I've Had Enough,"" and the pleasent ditty ""London Town."" It is a very pleasent album altogether, and is more acoustic than any other Wings album. Highlights include the Donovan-ish ""Children, Children,"" the Buddy Holly-ish ""Name and Adress,"" and probably the most progressive Wings song, ""Morse Moose and the Grey Goose."" The album's highest point is probably the obscure but lovely ballad ""I'm Carrying."" The b-side to ""Mull of Kintyre"", ""Girl's School"" is a nice addition as a bonus track. You will most likely enjoy this disc if you like other albums by Paul like Flaming Pie."
negative,umbrella base,This base was too light weight for my 9'umbrella. Sent it back.purchased a 65 pound weight base that will hold a 9'umbrella.
negative,le misarable,Le Miserables this book was not as interesting as I thought and was heavy reading and was far too long
negative,Simply lousy...,"I hate to see the rating on this film misrepresented so I have to rate it. Aside from the lousy picture and sound, the movie stinks. Hard to believe both John Sturges and Charles Bronson were involved in this schlup, if that's even a word..."
negative,A Big Let-Down!,"Sadly, despite waiting years to get a copy of this wonderful Sammi Smith album on CD, I have to say it's not worth the plastic it's been put on. It's a recording from vinyl and not a good one at that. I do hope that we see a digitally remastered copy sometime in the future.Peter Nicholls - Adelaide - South Australia"
positive,Good product.,Bought this kit as a replacement set and have had no complaints about it yet. Reliable and easy to use.
negative,This novel is like...Ah never mind...It just sucks,Loving is one of the worst novels I have ever read. The dialogue--which other reviewers praised --is too fake and rehearsed to sound in the least natural. All of the characters--including the servants--speak in an overly stuffed scholarly tone that reeks of snobish English professors and equally arrogant students trying to impress them. For God's sake! Can't characters in a novel speak like normal human beings and don't have reviewers regard the novel as trash
negative,English class,"Good time travel books can be engrossing and plausible. Lost Child has many intriguing elements - Stonehenge, medieval history, a magical ring. Its foundations are great, but the rest - plot, characters, dialogue - fails to build upon them. The back of the book quotes White's English teacher, who called her ""Queen of the run-on sentence."" White seems to have conquered that little problem, but could use more time in English class. Lost Child reads like a high school short story. It's distracting to keep being told what we're supposed to be thinking (eg, ""only one person could do that - Adam."") Reading a good book is like watching a movie in your head. It's a pity, but it's just too hard to keep your mind on the action in Lost Child."
negative,anxiety wrap,I mistakenly ordered this product instead of the Thunder Shirt. This product is hard to put on the dog and is not worth the trouble. I have since ordered the Thunder Shirt and the difference is amazing! It's so easy to put on and the dog is much more comfortable wearing it. DO NOT ORDER THE ORIGINAL ANXIETY WRAP---YOU'LL REGRET IT.
positive,Surly man brings laughter,This story is once again a great tale with real life characters who struggle with the same embarrassing situations we do
positive,Fine Rohmer,"A Summer's Tale is a typical Eric Rohmer film, and for those unfamiliar with Rohmer, this is as good a place to stast as any. For those who are willing to lose themselves in Rohmer's style of film-making, A Summer's Tale has many rewards. For those who do not appreciate Rohmer's style, well, at least you gave it a try. To criticize a Rohmer film for being wordy and having no plotline is tantamount to criticizing a Hitchcock film for being suspenseful. Rohmer makes films in which you learn about characters through the conversations, not through the story line. They require patience and are certainly not for every taste. Much like films by the Japanese master Ozu, by the end, even though not much has ""happened,"" somehow we have a much better understanding of who these characters are."
negative,Why Use the Cover From the HORRIBLE Film?,"The book is worthy of the praise it has received and its position on the Best Seller lists. The film is a total travesty from screenplay to cast.Why trash the Kindle edition with a terrible cover? Even if no one sees the cover on their Kindle, viewing it online is a reminder of how badly Hollywood butchered the book."
positive,Outlaw Mountain,"I am both a Joanna Brady fan and a JP Beaumont fan. In the winter rain of Seattle, I especially enjoy letting my mind wander to the heat of Arizona and Sheriff Brady's attempts to keep the peace in Cochise County. JA Jance continues to develop both Joanna Brady and the people who are a part of her daily life. Outlaw Mountain is not just about another murder, but about community and personal issues any of us could face."
positive,Sambucus Lozenge,"I have used this product for about a year now and find that it really works. At the onset of a suspected sinus or upper respiratory problem, I take two a day. By day 2 or 3, all my negative symptoms are gone. This product is a ""life saver."" It allows me to continue my daily routine without side effects and later proves its worth by avoiding a doctor visit.I was referred to this product by an elderly woman who used the liquid form of the product. She was right, it works. I just wish it worked for everything. But as we all know, ""one size doesn't fit all."""
positive,almost as good as being at the concert,"I previously only knew of Mr. Matthews from what I heard on the radio and I'd never heard of Mr. Reynolds. My husband and I lucked into some cheap tickets for their show in Vegas and were blown away by the experience. Consummate musicians! So I ordered this CD and was very pleased with it. Excellent introduction to their music, or if you're like most of the audience who knew all the words to the songs, you'll love it too."
positive,Read this book like a novel!,"This book is full of information, it must be read like a novel. It contains information that is specifically for your area and is unmatched in its detail. The photographs are real and well done. Living in California presents it gardening perks and problems. All of them are covered here."
positive,Awesome Sci-Fi Film that makes you think!,This box office hit is one of the best movies ever made. It is a violent thinking man's Sci-Fi flick. Was it all an implant or real? To this day fans still debate over this. The extras are awesome esspecially the Schwarzenegger commentary.
positive,Good book!,"I really love this book, my boyfriend does too.It is helping us stay spiritually connected while we are far from eachother during college.I would certianly recommend this book to couples!"
positive,An eye opener...,Every woman needs to read this book before they get married. Trust me....unless you are a lesbian. I do believe it is possible to marry someone who is just not into you. But once you are married you can't just break it off....
negative,Keeps leaking,Have had the under counter filter for three years. Have changed leaking screw downs five times. Each time it cost me money for a new screw cap ... about $15 with shipping. Each time they say they have corrected the problem(the threads fail because it is a cheap plastic molded part)Stay away from this product unless you like playing with plumbing under the sink.
positive,Veg-o-rama,"A well written, detailed book wherein each chapter brings a new vegetable and great ideas. I was primarily looking to make vegetables play a more central and creative role in my cooking, and this book has been the answer. You'll be carmelizing onions and braising endive in no time."
positive,Classic book,"this book is pretty incredible book but a bit long! Jane Austen's characters like Elizabeth Bennett, Mr. Darcy, and the bad lady Miss Bingley Jane all add to this complicated plot. Elizabeth Bennett is very well shown character, maybe the best ever written This novel is an excellent example of Austen's literary power. Her ladies are to be admired for they marry for love not the social reasons. There is a lot of pressure in society to marry in your social class but love should be the main reason. Maybe the reason it seems a bit long is there are many characters, it is difficult to keep up with them all. Pride and Prejudice has to be read at least twice to catch everything and everybody. But it is an enjoyable read."
negative,Only So-So,"This book seems to require that the reader already has a good basic knowledge of Mexican and California History -- quite hard to follow and understand. Still, I got the gist and some information. Not recommended as a primer on the CA Missions."
positive,Classic,"This has always been one of my favorite movies. It's about the crazy hijinks of a car club set in the late 50's, early 60's. All throughout the movie are some great songs and great cruising cars from that time. Racing on the strip and visiting the local drive in burger joints were also a sign of that time. In this movie the burger joint is Tubby's and it's about to be closed down for so called ""progress"" and the opening of a new office building in it's place. Throughout the night of the closing the Hollywood Knights gain some new initiates and lose one of the older members to the Vietnam war draft. You won't be disappointed with this movie. You will be sure to laugh a lot. Be prepared to be taken back in time."
positive,ISLAMIC IMPERIALISM,"This is the most thorough account I have read of how we got to where we are in the Middle East. All along I thought, as the Palestinians, have been telling us, that this was about land. Well it's not, and this is not a new phenomenon. Its just another chapter, since Mohammed came out of his cave in the 7th century and declared himself a prophet. Iran...the same goal, conquest, pure and simple. Middle Eastern tribes have been fighting each other since the beginning and continue to do so. After reading this book I now seriously doubt if we will ever have peace in the Middle East. This is about conquest, domination in the region, and the destruction of Israel. Nothing more, nothing less. I still hope, but it's fading."
negative,Rosie the Riveter would be ashamed,"Women all over the world should be ashamed of the way we are depicted as silly, love-struck, unthinking beings who would sacrifice ourselves, our integrity, our honor for just an iota of a boy's attention. Such drivel only regresses young, impressionable women to shallower depths."
negative,Ugh,"Only 2 reasons to see it, if any: Baldwin & Cruise. The rest -- zip. Hangs together only cause it's all put in one movie."
positive,Easy piano,This is a great beginner book; it got great scores with easy to read accompaniment. Another book to get is the Disney Movies Hits.
negative,***HORRIBLE DVD PLAYER***,"I got this DVD player free with an APEX television (...). A friend of mine has an APEX DVD player but a different one and it has always worked perfectly fine, so I thought this was a good deal. Yeah, not so much. It worked fine for the first month and a half or so, but I noticed some rattling and very strange noises when it would play a DVD. Then, I noticed that it would freeze and skip frames on perfectly good cds. Next thing I know, it won't read any of my DVDs, no matter which ones I put in. I'm giving up on this piece of junk and getting a new one in a couple of days.DO NOT BUY THIS DVD PLAYER! YOU'RE WASTING YOUR TIME AND MONEY!!"
negative,worst book I've ever read,"We read this for our book club and it was voted the book we would most like to burn. Which we are actually considering for the torture it put us though. (There was, in all honesty, one person who liked it.) If you want to be totally depressed I would highly recommend this book. The characters, especially the mother, were pitiful stupid creatures. If some of them had died in the end I would have felt a little better about it. I love to read and this is the first book that I have ever read where I literally hated reading every page. I can't wait for the bonfire!"
positive,Nerf N-Strike Night Finder EX-3 Review,"I bought this item about three hours ago and it is quiet an exceptional Nerf gun. The unit includes a ""lazer"" that can be used for aiming at you child's unsturdy carboard target or his big brothers face. Overall, this item is great and I enjoy it very much."
positive,Thank you Dr. Geisler,"This book is a clear cut easy to understand treatment of a difficult and controversial subject within the body of Christ. Dr. Geisler does not over analyze each scriptural reference but rather lets the verses speak for themselves, in context, without letting his comments or any manmade doctrines override the meaning. I thoroughly enjoyed reading this book and would reccommend any person struggling with calvinistic issues should read it."
positive,Great space saver,We love this bottle storage device. It holds plenty of bottles and takes up little room on the counter. It's easy to take apart and clean. We don't use the brush (it's a bit flimsy).
positive,Everybody pick this record up!!!!,"I hadn't really listened to Meth before I bought this album, but I knew it would be tight. It just had this look about it. Then I popped it in the CD player and Johnny Blaze blew me away. I swear, his voice is like a drug. I AM ADDICTED TO METHOD MAN! With pounding beats produced by The RZA (pick up Bob Digital too!) and awesome lyrics, this album can put you in a trance. The best songs are ""Judgement Day"", ""Dangerous Grounds"", ""Big Dogs"", ""Break Ups 2 Make Ups"" and awww I'm not gonna list em all. Just go see for yourself."
positive,"Sterling Silver Vine Pendant, 16""","Better than I expected. The pendant is large, but not too big and really makes a great accessory when paired with tops or dresses that are not too busy. Excellent quality--they did not skimp on the silver. The silver choker is perfect length and very comfortable--good clasp. I've received lots of compliments--would make a great gift."
negative,Not terribly interesting,"I can't say this book is absolutely horrible, but it isn't good either. I read it on the advice of some guy who liked it, but I didn't. The breadth and wealth of topics discussed is staggering, but none of them are treated especially well, and some seemed hardly of any relevance. I still think the way they presented structures such trees and lists, with pairs, is a very braindead approach. C style pointers are much more intuitive and flexible. Aside from that, this text might be OK as a simple reference of what's out there, but there are definitely better books on just about any topic presented in this text. I only got through chapter 4 and got very bored along the way.Buy at your own risk. This book is way overrated and boring."
negative,Do NOT order this!,"I cannot express how LIVID I am over being duped into buying what I thought was the widescreen theatrical cut of THE LAST EMPEROR on Blu-Ray.From the criterion site: ""We do not windowbox Blu-ray (-) movies.""Incorrect. The aspect ratio has been changed. Sides trimmed off slightly. I don't care if it was with auteur approval. I don't care if Jesus approved of this trim job. If I wanted a cut, I'd bring the thing to a barber!For $30, there should have been two discs: the 'theatrical' release in widescreen, and whatever other versions y'all felt inclined to release.This reveals bald contempt for the customer and simple disregard for cinema.Do NOT order this.(A phenomenal movie with a history of being butchered in VHS/DVD releases.)"
negative,Author - Please Improve this book!!,"* Note: Would the author of this book please take note to the following!!I have started reading this book, but I am already finding it time consuming and non-efficient. As a designer, I have used countless manuals. Comparing this to a friends Lightwave 7 manual I have these things to say:* although the book has information to relate, it does so badly. Points are not set out in the text, and tutorials are not taken through in steps (rather, a mass of info). The tutorials and general text are waffly and badly written. The author should have written in a concise, informative, bullet-point style format. Also, it would help to have helpful hints at side of text - in margin.* Pictures are B/W and appaling* The book starts relatively well, but when it gets to tutorial in 3rd chapter, the author gets really lazy and does not explain in-between steps and wastes readers time!If you are to buy this book, be sure to have plenty of time on your hands and a highlighter!!"
positive,just a tad,"I bought this option just 'cause it was inexpensive relative to the kreg fence. But when I needed just another 15 thousandth after making the 1st cut (in metal), you were there. It's a must buy with the fence."
negative,Garbage,"What a piece of garbage. The top was chopped and clumpy and trying to brush it was a nightmare. Very disappointed. The shipping was fast, but cost too much."
positive,ancient egypt,this is a great book on ancient egypt. this book has 60 pages that are filled with lots of info. this book has a great overveiw on ancient egypt and is filled with lots of great colored pictures on every page. if you are into ancient egypt you will want to buy this book that is great for all ages.
negative,Excellent sound - poor durability,"I have owned two pair. First pair: one ear bud died after about 4 months of daily use, I mean, spontaneously died. Like, I was listening, and the sound in one ear just went away and never came back. This made me mad, but I really liked the sound, so I ordered another pair. Again, used every day while I work, lasted about 6 months, one side died. I continued to stay optimistic and said, ""That's okay, I need one ear free anyway so I can hear any calls from work."" Six months or so later, after being content w/one ear bud, that ear bud died. It is quite disgusting. Again, the sound is outstanding, but is not worth much if they are going to die after a year at best. So I am moving on to JLABS which have similar testimonies to this, but at least there is a semblance of customer support as people such as I myself testify to their negative experiences."
positive,"Great fan cooling, keeps things quiet and cool at load","This thing keeps my e8400 at around 50-60C at all times, even gaming. It barely kicks up speed when I'm gaming. It does pick up a bit more with video processing. This fan is capable of quite high speed and will keep your CPU in a safe range without working hard. I wish it could cool even half as well as my water cooling system, but that's fine I don't need to overclock. It also helps to increase the airflow of my system since it stands up and blows air out of the rear.The stock fan that came with my processor would be loud and buzzy when on full load gaming or mass processing. This thing is incredibly quiet in comparison.Installation is so simple. Way easier than a stock fan. This went right in without much force and stays solidly attached.Great fan especially for the price."
negative,"Flat, flat, flat","An unfortunately pedestrian and plodding little novel . Most events are summarized or told about :""I was sad."" ""I was shocked""...no real sense of character. Some effective evocations of the hajj and of daily life, but very diasappointing overall. Yes, it's told ""in the manner of 1001 Nights"",sort of, but why ? The story-telling mother is completely absent as a person."
negative,Not compatible with the v60 Phone,Received clip. Box says Compatible with Motorola L7082 L7089 120 phones. Doesn't work with my v60 phone. . .
negative,Disappointing,"I read the other reviews and, after buying this book, was deeply disappointed. It reads more like a history book and is difficult to follow. It is jumpy and not smooth in the books flow. Without knowing the area, the canyons and ridges all run together but the book is written as if everyone reading it has intimate knowledge of the area. It was also hard to keep up with all the people because, once again, the book jumps around so much.Nothing about this book flowed at all and the stories were disjointed. All in all, I was extremely disappointed with this book and would not recommend it to anyone looking for an easy reading, smooth flowing narrative of this outlaw."
negative,pedestrian,"At the risk of encountering serious bodily harm, the very young Thesiger manages to overcome many hardships and much opposition on his trek through the deserts of southern Abyssinia, but you have to read between the lines to get many thrills."
positive,ONE of the best comic book based video games,"I'll give this game 4 out of 5 because the graphics are really enhanced with the 3-D environment and The great Spidey movement animation, and the sound quality is top quality as well, but Spiderman himself doesnt quite strike me as the true comic superhero for people to look up to. Not to mention hearing Tobey Magwire narrating throughout the game gets me irritated. Like I said, this is one of the best comic based video games for one of the best superheroes, but I leave my praise as THE best to Wolverine and X2 Wolverines revenge. That being the best game for a comic superhero for more advanced video game players to appreciate. I expect the younger and less mature crowd to appreciate Spiderman and child oriented spidey games, leave Wolverine for the older players."
positive,Very functional and nice looking,"I have owned few watches from timex throughout the years and they are great. I wear my watch every day, all the time. I swim, shower, play sports with it and it holds very well. When I buy another is because I want a new look."
positive,Good Book,"This is a good book. I'm a teacher, and this book comes in handy all the time. It is an excellent resource for a teacher who needs to get thorough literary information FAST!! It's a lifesaver when making lesson plans or teaching lessons."
positive,Works great... except for draining tuna cans.,"This can opener works great and I love the smooth edges on the can and lid when you're done. My only complaint is that I like to press the lid in on my can of tuna to drain the juices -- this can opener does not cut the lid on the inside of the can, so you can't press it into the can contents."
positive,Great movie!,"Had to add this movie to my library. Great acting and plot. Francis McDormand is wonderful and unexpected as the Sheriff. William H. Macy is a train wreck. Will enjoy it over and over again,"
negative,Cracked after two uses,It is a beautiful dish but did not last. I am Very disappointed. I used this dish twice and now it has a crack half way across the bottom of the dish. I own other Portmeirion dishes and never had this problem. Maybe mine was just a lemon.
positive,Worth every penny if u have a ps3,"The game play is flawless, just like I remembered back in 1983 ( Yes I'm an 37 year old still playing video games ) Using a PS3 and a controller with this game is a must!!!! I used to be the high score champ of Dragon's Lair at the local arcade, If u are a hater then u wouldn't understand how big this game was when it first came out!! In the arcades people would line up to play at 50 cents a turn, no one knew the moves, so it could last only a minute if u suck, I invested a lot of my allowance money to finish this game. It was worth every penny!! Some people watching would even clap after the dragon was killed. GOOD TIMES TO A THIRTEEN YEAR OLD.If your an adult gamer like me then buy this game.If your too young to remember this in the arcades forget it."
negative,Boring,"This movie was so boring. It left me with unanswered questions, probably because they cut out scenes. Where they filmed this movie, the scenery was beautiful but thats pretty much it."
negative,"A lot of fluff, not a lot of detail","While this book is filled with 1000 different images, you don't get any details. What does the card look like when opened? What type of client was this project done for? Also, the images are incredibly small so you can't read any of the copy, which for some of the designs, is critical to their success. I wouldn't have bought this book had I been browsing in a store and been able to see it first."
positive,Excellent Value -- Lots of Good Movies,"This is a great value -- 250 mostly good/fun mystery ""B"" grade movies. We're finding it fun to just pick a disk and randomly put it on and watch .....for this price, and the basic age of the films, - well they're perfectly watchable -- definitely good enough and just a super bargain. I am so glad I found this set."
negative,Not for us Boomers,"If you are in your 40's or 50's as I am, have an above average IQ and appreciate music, avoid this film. Jamie Fox was impressive in an ubelievable character. Too many flaws to count; as an example expert shot Tom Cruise misses Jamie Fox in the Metro Rail shootout, yet Fox hits him. Fox uses two shots on a glass door at the office building but only one on dangerous Cruise. Most of the sound track was probably an elementary school percussion class."
positive,Monnnnnnnnnnnsterrrrrr!!!!!!!!!!,"The book ""Monster"" is whritten by Walter Dean Myers.The book is about a 16-years-old joung black boy named Steve Harmon. Steve is on trial for a murder and robbery with his gang.The shop owner was killed during a robbery they were involved in.But nobody can find out if Steve is guilty or innocent.The reader gets flashbacks and diary entries of Steve to see his emotions and feelings and that way more information than the jury.I liked to read this book because it was easy to read.Irecommend this book to teeneagers.With this book i have leran many about Stevs feelings and more information as the jury.it was very cool to read this book!!"
negative,Fan: Skip this one,"I read the reviews that wrote that Havers and Lynley were MIA in this book and the books main focus was on Deborah and Simon St. James - who are uninteresting characters in the best of times - but I refused to believe I waited like 2 years for a new Lynley George book and I got stuck with this! For shame Ms. George - to deprive your readers of one of the great mystery characters, especially a woman, to have come around in a long time. Hint: the PBS series is based on Havers and Lynley, not Deborah!!! Take my word for it George fans: skip this book as it might put you off for good!!!"
positive,Most of the big hits!,"Got this for my parents because they were seeing the band on a reunion tour. They said the song selection was very good and the sound quality was fine. For the price I paid, that's all you can ask!"
positive,My first Kinley MacGregor book...,I thought this book was fabulous. As far as the child abuse that was mentioned by a previous reviewer...the talk of it in the book was necessary to bring forward the character of the men in the story.I have read Sherrilyn Kenyon's dark hunter books and was curious to see if her writing as Kinley MacGregor was as intense and I wasn't disappointed. I will be looking for more of KM's books.
positive,Organize your clutter !!!,Anyone with a desk needs one of these. I use it to store important papers until I get time to file them....
positive,Great new artists,"I first listened to the CD after hearing about them through friends. The album consists of a good mix of sounds-I wish there were more than five songs. The music was original and the words had great meaning. As most new artists, these guys don't get enough credit- they are easily better than most bands coming out now! (Broken Record is a great song!) These guys look and sound awesome!"
positive,very good book,This is a very good informative book. I have bought at least 6 and plan to buy more at some time (to give or loan).
positive,HALBERSTAM WAS A RENAISSANCE MAN,"David Halberstam is both one of the best writers in the country and one of the best sportswriters, a rare combo. He lovingly describes the careers and retirements of Ted Williams, Bobby Doerr, Johnny Pesky and Dom DiMaggio in a nostalgic manner that evokes his great love for the Boston Red Sox and the beautiful game of baseball."
negative,Bad remaster -- a complete waste of money,"Basically they increased the volume and called it a remaster. I compared tracks side by side with the original CD release.As a comparison The Beatles remaster from 2010 was excellent. Previously unheard of instruments coming through without being drowned out by ""volume""."
negative,made death seem welcome,i grabed this book wanting to read an intresting story full of twists and turns when i was done i felt like i had been beaten with a baseballbat. it drags on repeating what it has already stated. it contains nothing to set it apart from a normal piece of blank paper the only good thing i have to say or think about this book is that it makes GREAT tinder for any fireplace!!!
negative,Not good.,"Musically this album isn't actually that bad (or.. I guess what I mean is instrumentally it isn't that bad). The singer, however, is just simply not good. As someone else noted, I think I could sing better than him.Luckily I didn't buy this album, but heard it on a website. Wow... it's just not good."
negative,Critic in need of a boost.,"This book was not what I was expecting. It had moments of interesting tidbits of the people in Wilson's life, but for the most part it dragged and was boring. I wished I'd check it out of the library, so I could've saved money and returned it when I realized it wasn't as interesting as the description."
positive,The Enemy,"The audio book was fine, but this is the 2nd time I've ordered with amazon and the 2nd time I had a problem. I was sent 2 books, when I returned one of them you didn't return the shipping fees. I didn't order 2 books.Joyce"
positive,Great coffee table book,"I agree with many of the other reviewers that this book has some errors and some very odd album selections... But that is not why I like this book. It's just fun to flip through and find the next random album to buy or play. If you want resource material just use allmusic.com. If you want something entertaining to peruse and you love music, buy this book."
positive,Wow,"This movie really wraps up the main series in a way that ill probably watch it again and again until I die. If you havent seen the series, buy the srries before buying this, because doing so will cause you to miss out on a fun and romantic anime."
negative,way too dark,"Goes on easy, but turns your floors very dark. I had my kitchen floors (red oak) done with a polyurethane finish and they came out a light honey color. I did the rest of the house with Waterlox and the finish is a very dark red. Very disappointing, because I understood that Waterlox was supposed to give your floor a lighter color."
positive,Columbo,"The 1994 TV movie ""Columbo: Undercover"" is based on this book. In the movie, Columbo is substituted for several different characters from the book, alternating from scene-to-scene. Sometimes he's the book's Detective Carella, other times he takes over for Detective Brown, who also appears in the movie. As confusing as this may sound, the movie is actually a very faithful adaptation of the book - even the pieces of the photo are identical to the illustrations in the book. Fans of the book should check out the movie (which is available on DVD in the UK, but not yet in the US)."
