review,sentiment
"This movie was sooooooo good! It was hilarious! There are so many jokes that you can just watch the movie over and over and not get tired of it. John Turturro and Tim Blake Nelson were awesome as Pete Hogwallop and Delmar! I love those guys! I love the adventures they went on, too. I definitely recommend this movie.<br /><br />Also, the music in this movie is terrific! I love singing along with all of the songs!",positive
"I'm not a big fan of musicals, but I was always enamored of Ms. Hayworth's looks, so I thought I'd give it a try.<br /><br />This may be the best showcase for the multi-talented Ms. Hayworth. She's never looked lovelier in a film (with the possible exception of 'Gilda', where she is sex symbol par excellence).<br /><br />Rita is more than ably assisted by Gene Kelly and Phil Silvers. The comedy may be dated, but it is still quite amusing. Kelly does one of his tour-de-force dances, dancing with the image of himself from a window.<br /><br />But Rita drives this whole movie. An excellent cast, featuring Otto Kruger and the always- wonderful, wise-cracking Eve Arden doesn't hurt.<br /><br />Rita sings, Rita dances, all the while looking impossibly beautiful! The music may be short of classic, but the lyrics to most of the tunes are quite clever.<br /><br />I find this movie works better than 'Gilda', which I regard as a flawed film. To Ms. Hayworth's credit, she also drives 'Gilda', and Gilda drives any red-blooded male insane.<br /><br />The film holds up well after all these years. Much leg candy for the male audience is a nice bonus!",positive
Simply put this movies is without any substance whatsoever. Just take my word for it and save yourself the time it is a complete DUD!! I would say the characters are one dimensional but that would imply there was some sort of character development. I thought Eric Roberts was going to jump out any second it was so close to B-Movie status. <br /><br />The girl from That 70's is beautiful...but unless you are a stalker type fan of hers this movie has nothing for anyone. <br /><br />Avoid..Avoid...Avoid<br /><br />This movie was straight to DVD for a reason...that being...it is a train wreck!!!,negative
"My husband dragged me to this film as I had no interest in seeing some Anime cartoon. I was absolutely delighted by the simple story and amazing animation. In a digital world where effects are computer generated it was refreshing to see gorgeous, imaginative hand drawn animation. The world of Sosuke and Ponyo is a vivid fantasyland intermixed with minimal reality. I haven't seen animation like this since I was a child and it is wonderful to see it endure and succeed.<br /><br />The actors supplying the voices in the English version were fabulous. The length of the movie was PERFECT, especially for children who tend to get squirrelly in films. Overall a delightful experience worth the very expensive ticket prices we have nowadays.",positive
"Alone in the Dark is Uwe Boll's kick in the nuts to Hollywood after House of the Dead's punch in the face.<br /><br />If anything it proves just how much of a master manipulator Boll is. After forcing Artisan out of business over the flop that was House of the Dead, one can only assume the normally credible Lion's Gate Films only released AITD under contractual obligation after acquiring Artisan's assets. Because AITD is an even bigger example of complete lack of coherent film-making ability, plot exposition and just plain stealing poorly from other movies because it was supposed to look cool instead of because it fitted within the movie's framework.<br /><br />But then that's the point, isn't it. Boll isn't trying to make a coherent film because he isn't trying to direct Alone in the Dark. He's just trying to manipulate Hollywood.<br /><br />Alone in the Dark, like House of the Dead, Dungeon Siege, Far Cry, Bloodrayne and the other 3 or 4 projects that are ""announced"" or in ""pre-production"".<br /><br />These aren't movies to be directed, but investment portfolios. Every single one of them rushed into production under the pretence that the tax law Boll and his investors are exploiting may be closed within the next 2 to 3 years. The more bomb projects he can release within that time-frame, the more money he and his investors can gain. Why bother making a good movie when a bad movie's making you a mint anyway? The result is movies like the awfulness of Alone in the Dark.<br /><br />Alone in the Dark, like all his other movies are just a cynical exploitation of Hollywood's current trend for lazy film-making.<br /><br />And to those who support Boll by calling him misunderstood or the next Ed Wood, congratulations, by making a cult figure out of the man, you're just making it easier for him to get investors but giving him notoriety.<br /><br />For more information, read here: http://www.cinemablend.com/feature.php?id=209 http://www.cinemablend.com/forum/showthread.php?s=&threadid=21699 As an aside, just don't ask me how he's getting his cast-lists together. Unless the actors are in on the investment-scam somehow, that mystery has still to be uncovered.",negative
"Where on earth do I start with the mess that is Darkhunters? Firstly the script is one of the worst to ever find its way onto a cinema or TV screen and can only be described as a poorly judged Stephen King rip-off. At one point the supposedly fearsome darkhunter Jack claims that Carol, the girl who is helping the man he is pursuing, is as annoying as ""a gherkin in a burger"". I would be laughing if I was making it up-BUT I'M NOT! Just as ludicrous is how Carol originally came to have the power to see how people die. A cat gave it to her when she was holding it during an auto accident she had as a kid. WHAT????????<br /><br />Secondly, for a horror movie, it has no sense of tension or threat whatsoever. This may not be helped by the fact that all the action happens during stark, broad daylight. Not very atmospheric at all.<br /><br />Thirdly the acting is truly awful, Pinion proves again that he needs to be speaking in his native tongue to be even remotely believable. Jeff Fahey is obviously on auto-pilot but how can blame him as he runs through a woe-ful Humphry Bogart impersonation as Barlow (Marlowe-Barlow? We get the joke it just isn't funny). Credit should go to Susan Paterno, an actress I was not aware of, she does her best with the awful part she has and puts the other, more experienced actors to shame.<br /><br />At no point is it even explained how the HUMAN character can understand what Van Husen's character is saying to her. She obviously has some sort of degree in screwy alien languages.<br /><br />On the plus side one moment is well done, the car crash involving Susan. The sfx are throughly believable and if it weren't for the hilarious storyline reason for this to occur it would have been applauded.<br /><br />All I can say about darkhunters is that British horror will never recover from its interminable slump if movies like this continue to be made and shown. Avoid this movie like the plague, although the plague would be a lot more scary.<br /><br />Darkhunters 0/5<br /><br />p.s. the insinuations in other reviews that the film remains too intelligent for some are honestly hilarious. It is a weak defence when some claim ""you didn't like it because you didn't understand it"". The letters after my name make a fool of you not me.",negative
"A lot of the problem many people have with this movie is that they seem to think that the story should have been more entertaining (ignoring it is based on a true story) or ranting against a film that glorifies Che (which it really doesn't). This film is very close to Jon Anderson's definitive bio on Che and gets the story right. Soderburgh does an excellent job of setting the mood for the unraveling debacle that was Che's Bolivian adventure. You really get the impression of the total timidity and bewilderment of the Bolvian peasant to Che's revolutionary ideas or of the difficulties that his men faced with hunger and the terrain. Sorry to bore the attention challenged movie fan out there but that was how it happened. So don't go into this movie expecting a Rambo shoot em up, its a true story!",positive
"A riotous farce set in the world of glamorous daytime soap operas! This film is hilarious! Admittedly, you have to have a taste for films with screaming, hysterical dialogue, over-the-top acting, and melodramatic plot twists. But if you do, you're in for one hell of a treat.<br /><br />Sally Field plays Celeste Talbert, daytime TV's ""Queen of Misery."" Celeste's cushy life is thrown into upheaval with the unexpected arrival of Lori Craven (Elisabeth Shue), her long-lost niece, and, simultaneously, Jeffrey Anderson (Kevin Kline - splendid as always), Celeste's long-ago lover. But Celeste has been hiding a deep, dark secret, and the arrival of Lori and Jeffrey might just bring it to the surface. Add in the diabolical Montana Moorehead (a wonderful Cathy Moriarty, in full ""gorgeous woman with testosterone to spare mode""), who is trying mighty hard to destroy Celeste's career; David (Robert Downey, Jr.), the weenie-boy producer of the soap who's secretly plotting with Montana to ruin Celeste; and, Rose Schwarz (Whoopi Goldberg), scriptwriter and Celeste's one true confidant, and you are in for a heaping helping of subplots and general chaos.<br /><br />Chaotic comedies like this are tricky to execute (does anyone remember 'Mixed Nuts'?), but when done well, can be pretty damn funny! A major ingredient that is necessary to any good comedy is the casting of seasoned pros who know that lots of times the funniest things are not said but seen in an expression or a look. Field, Kline, Goldberg, and the rest all work together so well and are clearly having a great time that it is hard not to become drawn in by their energy and enthusiasm. Shue is clearly the weakest link here, but she only draws attention to herself because she is surrounded by Field, Kline, et al. Moriarty is a stand-out in the showy villainess role, making you think of the hottest damn dominatrix you ever did see!! There are also lots of familiar faces that you'll recognize in small (but, nevertheless, all very funny) roles, including Carrie Fisher, Garry Marshall, Kathy Najimy, and Teri Hatcher. Director Michael Hoffman keeps the pace swift and the histrionic plot moving toward the big finish. Mention must also be made of Robert Harling's screenplay, carefully constructed to stage a soap opera within a soap opera. The dialogue is boiling over with great lines, delivered brilliantly by the actors (I'd be willing to bet that a lot of this stuff was improvised).<br /><br />Look, if you want to see a bunch of pros doing what they do best and having a great time doing it, get your hands on this one. If not for anything else, it will put you in a good mood and make you laugh!",positive
"Mediocre at best. Slow, but probably more entertaining to the younger viewers. A young boy(Chris Miller) is haunted by an Indian spirit and horrid monster in the cellar of his father's new home. Also in the cast are Patrick Kilpatrick, Suzanne Savoy and Ford Rainey.",negative
"I saw this at the 2004 Stony Brook Film Festival in NY and it was very warmly received. In this pre-WW2 film, a pair of German rocket scientists are working on the Scottish Isle of Scarp as war looms on the horizon. The characters encountered on the island are priceless in their creation and their portrayal. Shauna MacDonald is particularly memorable<br /><br />After getting up to speed on the ""Scootish"" accents, the viewer feel right at home with these folk who watch with amusement as the Germans work to link their isle with the mainland via a rocket-based mail delivery. As implausible as it seems, this film was based on an actual story.<br /><br />All in all, a memorable film that will stay with you for some time thanks to its casting, its story or its scenery.",positive
"I am a huge Gone With the Wind fan, and I read ""Scarlett"" before it was a miniseries and loved it. This is a sequel of sorts. Like you didn't expect it with that ""Frankly dear, I don't give a damn"" ending. Timothy Dalton was great as Rhett, though no one will ever replace Clark Gable. Joann Whaley-Kilmer, on the other hand, could give Vivien Leigh a run for her money (though I feel almost guilty even saying that.) Her attitude and presence in the film fits the character to a tee, making you love and hate her at the same time, which is how most feel about Ms. Leigh's portrayal as well. The film does move slowly, mostly because it follows the book so closely and was not released as a feature film. Excellent choice on the producer's part. I think this movie deserves some recognition for the great storyline, the revival of characters that had been gone for almost 50 years, and for being something that even Margaret Mitchell herself could have been proud of.",positive
"S. Epatha Merkerson shines as Nanny in this touching and vibrant look at the life of Ruben Santiago, Jr. (Marcus Franklin) while growing up under the guardianship of Nanny. The film gives a good character study of both Nanny and Ruben and manages to capture life's ups and downs in a realistic fashion unlike so many memoirs that are made into film. The supporting cast adds much spark and many recognizable faces appear in smaller roles including Mos Def, Macy Gray, Terrence Dashon Howard, Rosie Perez, Louis Gossett, Jr., Liev Schreiber, Jimmy Smits, Ernie Hudson, Delroy Lindo, and Patricia Wettig. Loses some steam and vibrancy towards the end, and the ending sequence leaves a bittersweet feeling. But, overall a great film with a truly outstanding performance by Merkerson.",positive
"I was raised watching the original Batman Animated Series, and am an avid Batman graphic novel collector. With a comic book hero as iconic as Batman, there are certain traits that cannot be changed. Creative liberties are all well and good, but when it completely changes the character, then it is too far. I purchased one of the seasons of ""The Batman"" in the hopes that an extra bonus feature could shed some light on the creators' reasoning for making this show such an atrocity. In an interview on the making of ""The Batman,"" one of the artists or writers (I'm unsure which) said that ""We felt we shouldn't mess with Batman, but we could mess with the villains."" So, they proceeded to make the Joker into an immature little kid begging for attention, the Penguin into some anime knockoff, Mr. Freeze into a super-powered jewel thief, Poison Ivy into a teenage hippie, and countless other shameful acts which are making Bob Kane roll over in his grave. <br /><br />To sum it all up: I wish I had more hands so I could give this show FOUR THUMBS DOWN. It squeezes by my rating with a 2 out of 10 simply because it uses the Batman name. Warner Bros...rethink this! Please!",negative
"This film is about a single mother who is happy go lucky to the point that she is almost irresponsible, and her sensible teenage daughter who is undergoing adolescent turmoils.<br /><br />""Anywhere But Here"" is an engaging film from beginning to the end. Both Ann and Adele are described well right at the start, so we get to know how different their personalities are. Clashes inevitably ensue, and they are engagingly presented. I find myself so drawn to their state of minds and their circumstances. it is as if I am living their lives, feeling what they are feeling.<br /><br />Susan Sarandon gives another excellent performance in ""Anywhere But Here"". She is charismatic, happy go lucky, hedonistic, warm and loving all at once. I have always liked Susan Sarandon, and I think she is grossly underrated.<br /><br />""Anywhere But Here"" is a captivating emotional journey.",positive
"I very well remember the bad press this film got because of the producers' court order against Clayton Moore using the name ""Lone Ranger"" or donning his black mask at personal appearances. Quite apart from any consideration of the film's quality, this was the absolute height of nearsighted arrogance and stupidity on the part of the producers and their attorneys. And I suspect that the lesson was well-learned after this film tanked, which was widely perceived as some sort of karma for the jerks responsible for the court order against Moore.<br /><br />In more recent times it has become the custom, when reviving a legendary film or TV project, to invite the original star or stars for cameo appearances, and rightly so. Show some respect, you idiots! And even if they turn up their noses at the prospect, which has happened, at least the offer was made. This is proof positive that film producers, studio executives, and entertainment attorneys are not quite too stupid and arrogant to be taught by example.",negative
"If you are like me and you bought the new Tenacious D album the day it came out, and went into the film knowing all the lyrics to all the songs....then you will CERTAINLY enjoy this film. Yes I am biased as a huge Tenacious D fan, but i really did like this film which made me chuckle quite a lot.<br /><br />This movie was pretty much everything I expected. Comedic genius backed up by great songwriting and some great cameos from Ben Stiller and Tim Robbins. I particularly enjoyed Tim Robbins' part.<br /><br />If, however, you are unfamiliar with Tenacious D's HBO series and fantastic debut album, then this may not have quite the same comedic impact on you. I would still recommend you go and watch that because it still worth every cent of the admission price and will make you smile even if you aren't in stitches the whole time.",positive
"The movie plot seems to have been constructed from a disjointed dream. There is not enough realism to hold the viewer's interest. The Vermont Farm scene was a failed opportunity to show the way farms were set up and farm families lived which would have been interesting and entertaining. There was little if no research into the whiskey bootlegging trade of the period. The costumes of the Canadians looked like something from the French Revolution, totally unbelievable. The fiddle playing was good and of the time period but Chris's motions while supposedly playing were unbelievable. The owl's appearance was a never explained mystery and the train disappearing into thin air was too much. I couldn't understand how a live trout got frozen into the ice and why two men in the wilderness without food would release the trout, a good food source.",negative
"Jenny Lewis plays an awkward girl called Jade. She smokes and drinks. She doesn't have a lot of friends and she has a nagging mother(Beverly D'Angelo). Jade finds herself growing closer to her mom's boyfriend Billy(Rob Estes), maybe she is attracted to him. Of course, I don't need to tell you what happens after that. <br /><br />This is probably my favorite TV movie. This movie shows that sometimes everyone is to blame. This movie also has the best acting that I have seen in TV movies. Beverly D'Angelo does a really nice job as a sweet and loving but neglectful and blind mother. She couldn't see what was going on under her own roof. Rob Estes is at his best here as the sleazeball. Jenny Lewis is the standout. She seems to be exactly like her character.<br /><br />Everyone seems to love this movie!",positive
"There's nothing to say except I want my time back that this movie took from me. I'm not racist against Latinos. Hell, I'm half Brazilian. I loved the movie Kids. It doesn't make any sense. These kids just go around and do nothing. They're not even good at skating. The whole time I'm just waiting for something, anything, to happen! but it doesn't. NOTHING happens the whole movie. Did I mention they suck at skating. I might make a movie called beat up rockers, and the whole premise will be about kicking the sh*t out of poser moron punks like these kids. I'm not even going to get into it, this movie sucks. Please do yourself a favor and burn this movie if you come in contact with it so some other poor soul won't make the same mistake.",negative
"A plot that is dumb beyond belief. However, that said, it must be admitted the lead actors go at their roles as though it were Shakespeare. And that is as it should be. It isn't their fault the writer seems to be in a coma.<br /><br />Hats off to what is really a very cunning performance by Joanna Kerns. She proves that just because it isn't on the page doesn't mean a role can't be seized and dug into. And she does so with gusto. Good for her.<br /><br />Ditto to Christine Elise who is called upon to be little more than confused and weepy, but goes way beyond what is asked of her by the script.<br /><br />And to Grant Show as well. A graduate of daytime and prime time soaps (Ryan's Hope, Melrose Place). He is always versatile and underrated. His primary drawback seems to be his impossible-to-ignore good looks. He is a sturdy, well grounded actor capable of much more than he is generally given the opportunity to do.<br /><br />The rest of the cast is basically window dressing.<br /><br />The direction is adequate and the script, as I alluded to, is fairly idiotic.<br /><br />Watch this one to enjoy three good actors in the leads taking delight in performing some much needed scenery chewing. It's fun.",negative
"Gung Ho is one of those movies that you will want to see over and over again. Michael Keaton is put in charge of wooing a Japanese car company to come to his town thus creating jobs for the residents of Hadleyville. What happens after that is one hilarious moment after another. The two cultures clash and it is up to Keaton to hold things together. Look for great performances from Keaton, Gedde Watanabe, George Wendt, Mimi Rogers, John Turturro, Soh Yamamura and Sab Shimomo. All are perfectly cast. Don't be fooled by the low number rating. This is a 7.5 in my book. It is interesting to note that the town name of Hadleyville was also used in High Noon. Yes, there is a real Hadleyville but in Oregon.",positive
"For the record, this film is intriguing but its hardly original. Back in 1998 a movie starring Talia Shire called The Landlady had almost the exact same plot but with younger characters.<br /><br />The story is Amanda Lear has had a bad life, abusive father, horny doctor, mental homes, etc. She's finally released from the happy home under the guidance of her perverted doctor...who she anally abuses and kills the poor guy. (now THAT was original) The doctor had financed a mansion for her before she killed him and buried the sucker in the backyard. After moving in she falls in love with a stud named Richard, who just happens to be married to a blues singer. If you've seen The Landlady you know the rest, she kills or tries to kill anyone that gets in between her and Richard (including a roadie).<br /><br />Much of the idea's came from the previous movie, same idiot sidekick that sticks his nose in, same spying on the guy with a bowl of popcorn, same flying a bodypress. It did have some original material, the beer bottle thing was brutal. The highlight of the movie was Amanda's beautiful breasts in the hot-top scene. Somewhat of a ripoff but not a total waste of time.<br /><br />4 out of 10",negative
"Please do not let the cover of this movie fool you. And if you're looking for a cheap horror movie to laugh at: this isn't it. Usually I will go for stupid if it's funny, but this stupid was so stupid it almost (or possibly did) make me stupid.<br /><br />The film quality is better than a handheld, but not by much, and it's quite possible the music was created by pressing the Samba 2 key on a Casio keyboard. These problems should never really be a deterent from seeing a horror movie but add this amazing (weep) cast, and you have a real humdinger.<br /><br />The story is about a guy who invites his friends up to his family cabin in Texas for the weekend. He also extends the invitation to his lady crush in his office. On the way there they meet a female in distress, who is then invited to come along by the other girls.<br /><br />The stay at the cabin includes sex and nudity and soon everyone's panties are in a bunch when one girl disappears and odd items turn up in the house.<br /><br />From there you (the audience) and the morons, um, actors, try to figure out what's going on and they soon begin to distrust one another. Overall I think I have made it sound better than it is. The main struggle with this movie is that the characters are very underdeveloped, the plot contrived, the acting bad and the motivations clueless. Once more this could be forgiveable it it was the least bit funny but alas, it is not.<br /><br />The twist ending is only a twist in that no one would guess it simply because if you really thought back through the movie it would not have made sense anyway. Please don't let this review stop you from seeing the shear wonderment of this movie. (Woah, my nose just grew eight inches.)",negative
"One of the best parts of Sundance is seeing movies that you would otherwise almost certainly miss. Unless you're a real art-house devotee, you probably don't catch many documentaries. Only a handful get any recognizable distribution. Fortunately, Sundance has increased its commitment to documentaries in recent years.<br /><br />Shakespeare Behind Bars is a powerful documentary about a dramatic production group at the Luther Luckett Correctional Complex in LaGrange, Kentucky. Every year a group of inmates present a Shakespearean play. Director Hank Rogerson and his crew follow the troupe as roles are self-selected, interpreted, rehearsed and ultimately performed.<br /><br />The movie is filled with fascinating revelations for those of us that have not been exposed to prison environments. Despite the labels we know them by (convict, felon, murderer, etc.) we soon began to appreciate and respect these men as thinking feeling human beings. Serendipitously, the play chosen for the year of filming was The Tempest, with its penetrating focus on forgiveness and redemption. The actors all grapple with the relevance of the play to their lives, finding patterns and parallels with their characters and the meaning of the drama.<br /><br />For a documentary film, like a book, the best that can be hoped for is that we experience something that changes our lives. Shakespeare Behind Bars was a personal revelation for me. ""O brave new world, that has such creatures in it.""",positive
"In 1972, after his wife left to go her own way, Elvis Presley began dating Linda Thompson. Miss Thompson, a good-humored, long haired, lovely, statuesque beauty queen, is charted to fill a void in Elvis' life. When Elvis' divorce became final, Linda was already in place as the legendary performer's live-in girlfriend and travel companion until 1976.<br /><br />This is a gaudy look at their love affair and companionship. Linda whole-heartedly tending to her lover's needs and desires. And even putting up with his swallowing medications by the handful and introducing her to her own love affair with valium. At times this movie is harsh and dark of heart; a very unattractive look at the 'King' and his queen.<br /><br />Don Johnson is absolutely awful as Elvis. Over acting to the hilt is not attractive. Stephanie Zimbalist lacks the classiness of Linda, but does the job pretty well. Supporting cast includes: John Crawford, Ruta Lee, and Rick Lenz. Watching this twice is more than enough for me, but don't let this review stop you from checking it out. For most Elvis fans that I have conferred with, this is not a favored presentation.",negative
"A so common horror story about a luxury building at Brooklyn which hides the gates to hell. It is reminiscent of Polanski's ""The Tenant"" (released a year before ""The sentinel""), but is too far from the movie of the polish filmmaker in any aspect possible. ""The tenant"" was so disturbing, whereas ""The sentinel"" is not at all.<br /><br />What it's more surprising from this film is the cast: it is full of great names of American cinema (Burguess, Gardner, Wallach), veteran actors acting for food (I guess).<br /><br />Verdict: barely entertaining.<br /><br />*My rate: 4/10",negative
"*SPOILER ALERT: I wish I could discuss this without revealing specific plot points, but I can't. Sorry.*<br /><br />I was looking for an IMDb review of the George C. Scott movie when I stumbled across the summary and reviews for this version. It had so many positive reviews that I decided to order it even though: (a)while truncated and rushed, I thought George C. Scott embodied the tortured nature (and physical appearance) of the book's Rochester to a T; and (b)even while looking at the DVD's cover, I was thinking ""Isn't Timothy Dalton too good-looking for the role?"" The latter concern was reinforced by the fact that I decided to re-read the book while the DVD was on backorder. That said, the minute I started watching this, I was captivated. At first it was disconcerting to hear 1840's dialog spoken as written--with little or no attempts at modernization--but Dalton and Clarke threw themselves into it so thoroughly, that I actually enjoyed the fact that the adapters trusted the audience to follow archaic speech. To have so much of the book up on the screen was an extra bonus. I know someone who won't watch any versions of Jane Eyre because ""who wants to see a film about a man who keeps a poor crazy woman in the attic?"" Frankly, if someone who hadn't read the book stumbled across the hour and a half or two hour versions, they would think that's pretty much all the story entails--Rochester's secret and its affect on everyone around him. Luckily, this version is actually about Jane Eyre's whole life.<br /><br />Some people have criticized the casting. Dalton is too dashing; Clarke is too reserved. I can't argue against the first point, but he is so ""in the moment"" that I believe he IS Rochester. To me, Clarke's performance is on the mark. Jane Eyre is quiet, guarded. If one remembers the book, so much of the adult Jane's fieriness and passion occurs during her private struggles. Some of the criticisms baffle me. Reviewers say Clarke is too short or isn't pretty enough. The book goes on ad infinitum about how small and plain Jane is. Ms. Clarke shouldn't be tall and the filmmakers toned down her looks to make Jane's declarations of her lack of beauty credible. She can scarcely help it if Dalton is tall. Some say there is no chemistry between the leads. What?!! The scene when Jane finally comes out of her room after the wedding fiasco fairly vibrates with passion and longing and sadness and regret--and that's just the first example that comes to mind.<br /><br />I do agree with some of the other criticisms. I too missed more scenes with Helen Burns and the Rivers siblings. Some of the dialog was oddly truncated. When Rochester declares, ""Jane, you misjudge me. I do not hate her because she is mad,"" I waited for the rest of the exchange when Rochester explains how if Jane were to go mad, he would still love and care for her. It's a powerful moment in the book, and I wish it had been included. I think it was a mistake to bring a scene with Rochester into the part of the story where Jane is on her own. It might have been done for clarity's sake, but I found it jarring. I wanted the sly humor of the scene where Jane opines that Rochester's ardor will cool and he'll become gruff again, but he may ""like"" her again by and by. Dalton's performance is so good that the rare misstep is glaring--when Rochester weeps in the library, I saw him as an actor doing a crying scene, not as Rochester. As for the sets, if anyone has ever caught an episode of the 1960's show ""Dark Shadows,"" one knows what to expect--very stark and sometimes rickety looking interiors. Others have commented thoroughly and succinctly about the make-up job Rochester sports at the end. Yikes! It IS bad. The conclusion is too abrupt. After all that anguish and suspense, I wanted a more rounded off ending. And, on my copy of the DVD, having credits at the beginning and end of all eleven 25-30 minute episodes gets to be a bit much. That said, I am so glad I have this film and will watch it again and again.",positive
"This is the most messed up entry on IMDb that I've yet to stumble across. All the previous reviewers act like this is the movie. This is NOT the movie. Rather it's merely a featurette that's an extra on the DVD of the movie ""The One"" It also nowhere near being the 90 minutes that it's listed here as. In actuality it's barely over 13 minutes of how cool Jet Li can do martial arts. and his reflections on the movie. So yeah this IMDb entry is quite a bit fubar. Don't listen to any of the other reviews as they are ALL wrong. You can trust me, because I never feed you, dear reader, BS.<br /><br />and that's the truth. i guess u can say that i'm ""the One"" Reviewer that matters.",negative
"I found it almost impossible to empathize with Ricci's character in this film. If she was supposed to be a depressive, I think the screenwriter and director neglected to research depressives before making this film because Ricci's character was more a depiction of a self-centered, worthless sh!tbag than a victim and survivor of depression.<br /><br />The forced attempt at introspective narration was as ludicrous as the pained interactions between her and the people around her. <br /><br />Sorry but I couldn't buy it. This is straight to video schlock. I'm glad I didn't pay to see this.",negative
"This might contain a spoiler, so beware.<br /><br />If it had been 200,000 thousand or two million people, does it make a difference? Sometimes I get so angry at the apparent apathy of a small number of (strangely very LOUD) Americans, but I have to remember that many people here in the US were not bred or raised to care about anything outside of their comfort zone. God Help us for what we have done. after the relative ease of what we did to the native Americans, and the indifference to the horrors of enslaving a race, you would think we'd have grown hearts and souls in the late 60's and early 70's. But now I see it is OK as long as our ends are justified to only us. How then, can we look at any other dictator and horrible government and think we are somehow doing good to impose our will? We are contradictory and hypocritical, and I am ashamed for this. I feel sorrow for the people affected. They deserve justice and their homes back. If this was done in my name as an American for my supposed safety, I don't want it. I denounce these actions, and hope our global community understands that many Americans believe the American government is a runaway train of deceit. No one is above the law. I want my country back, and so do the Chagos Islanders. Regardless of what people post from the anonymity of their computers, no one can in their heart deny that they would be unwilling to give up their birthplace for some bombs and heliports. We can't stand to be stuck in traffic, let alone forcibly and unjustly removed from our homes. 'Not one of us, Brit and American alike forget what goes around comes around. Don't buy into the fallacy that a simpler, more natural civilization is somehow less worthy of having their rights observed, and preserved - when we turn our backs on the basic human rights and dignities of 2000, we turn away from the basic human rights and dignities of all men.",positive
"This movie is certainly one of the greatest films ever made. It is a story told in a steady pace, told mostly not by words but by cinematic means of expression. Perfect blend of spectacular special effects and classical music bring to life creations of human imagination in both realistic and poetical way. The story itself is quite simple at a first glance. As the title implies, there is an archetypal journey, a motive repeated for thousands of years. This motive was always used not only to depict a trip in space and time, and beyond, but also had rich philosophic meaning. The film is a poetical contemplation of most exciting eternal questions. It is not just an odyssey of a person; it is an odyssey of our species. The film is great by itself, yet, in my case, the impression from it will always be mingled with that from the book. I've read it at the age of 10, really not thinking about problems like 'what is the relationship between evolution of humankind and development of human morality'. But the impression was great enough to make me fall for entire genre of science fiction.<br /><br />The day I learned '2001' got only special effects Oscar and was not even nominated for the Best Picture was the day when 'Academy Award' completely became two words meaning nothing to me.",positive
"I watched the movie about 13 yrs ago while living in Airlie Beach Qld Australia. I had found it in the shelves of a little shop in the back that most don't bother to browse.<br /><br />To my pleasure I found it and watched it with the intention of one day owning it and being in my collection. I still do not have it but will one day.<br /><br />I like the concept with the poetry and the fantasy. The semi deserted street scenes with a busy teaming city in the far background added to the visual effect.<br /><br />I have numerous times mentioned this movie to people that enjoy this genre, with nothing but praise. It has stuck in my mind and will for a long time to come.<br /><br />I fully recommend this film, but only to those that are into this type.<br /><br />This comment and the one from LA,CA can assist you when choosing to watch this film. The comments may be negative but I found them positive if you look past the derogatory connotation.",positive
"WOW I Love this movie. This is definitely added to my list of Ghetto Movies.<br /><br />Juice - Starring Tupac 'I don't giva F***' Menace II Society - O-Dawg 'I'll smoke Anybody, I just don't giva F****' New Jersey Drive - Hey they steal cars in broad daylight they obviously don't giva f***<br /><br />New Jersey Drive is the best hood movie ever. It is at the top of the list, menace II society is second, and juice is third, Clockers is really stupid.<br /><br />The soundtrack for New Jersey Drive is Pwnage too Mac Mall & Young Lay - All about my fetti is heard through out the movie.<br /><br />Lords of the underground - Burn rubber, another good song, and so is Ill & Al Scratch - don't shut down on a player<br /><br />If your a fan of GTA-SA you'll freaking love this movie, AND The amazing soundtrack. The soundtrack is basically Rap about stealing cars ^_^ SWEETTTT Movie!",positive
"This is definitely not one of Lucio Fulci's better flicks by any stretch of the imagination. The plot is pretty bad, a millionaire is murdered and his spirt calls upon his daughter to find out who did it. But the biggest problem i have with this (besides knowing who killed him within 10 minutes of watching the movie) was wondering why anyone should even care? The father comes off as being a really big jerk to everyone he came across (including the daughter who he asks to help him) which made it quite hard for anyone to care who killed him. But no one really watches a Fulci flick for a good storyline, to do so would be like watching a porn for incredible script writing and acting. Typically his movies try to compensate for this by adding excessive scenes of gore but even that is lacking in this movie. If you're looking for a good Fulci flick, check out The Beyond.",negative
"Damn straight.....this show was kick ass back in the day and still continues to outshine cartoons today. I can't wait to track down some of the DVD's to share with my little guy and see the same sparkle in his eyes. I've already introduced him to Voltron (the 5 lions one, not the 15 vehicles one)and I laughed my head off when he said to me one day ""Dad..you sure watched some awesome cartoons when you were a kid!!"" How cool is that.<br /><br />Come on Hollywood, dust this one off and give it a live action attempt. Couldn't be any worse than Spiderman 3 was...Man oh man... 2007 has been pretty lame so far for summer movies.<br /><br />OK, I'll shuddup now<br /><br />Cheers",positive
I will give it a second chance but was very disappointed in the first one. It wouldn't hold a candle to the other series. It has a lot of meaningless dialog that doesn't add to the storyline at all. I agree with the others that it doesn't seem to develop a story that is interesting. It is slow and plodding and I only know what the Comanches are planning to do. Maybe it will all tie together in the second installment but I am going to have to force myself to watch it and find out. I am of apache heritage from the Texas/New Mexico area but I don't recognize much of what is happening. Maybe I am just ignorant of the facts but this isn't doing much to educate me.,negative
